"","Year","Month","Day","air_temp_5m","rain"
"10093",2001,7,4,7.72916666666667,0.254
"10094",2002,7,4,2.55833333333333,3.556
"10095",2003,7,4,10.9625,0
"10096",2004,7,4,14.0708333333333,0
"10097",2005,7,4,3.10833333333333,0
"10098",2006,7,4,8.74583333333333,0
"10099",2007,7,4,15.4333333333333,0
"10100",2008,7,4,16.4208333333333,0
"10101",2009,7,4,13.4427083333333,0
"10102",2010,7,4,11.9010833333333,0.47
"10103",2011,7,4,4.83745833333333,5
"10104",2012,7,4,16.0991666666667,0
"10105",2013,7,4,12.3815833333333,0
"10106",2014,7,4,12.146875,0
"10107",2015,7,4,12.6845833333333,0
"10108",2016,7,4,15.3933333333333,NA
"10109",2017,7,4,12.9086666666667,0.7
"10110",2018,7,4,7.57070833333333,5.3
"10111",2019,7,4,13.4141666666667,0.1
"10112",2020,7,4,10.1208333333333,0.1
"10113",2021,7,4,10.1182083333333,1.3
"10114",2022,7,4,15.2983333333333,0.281
"10115",1988,7,5,NA,0
"10116",1989,7,5,15.6083333333333,0
"10117",1990,7,5,20.375,0
"10118",1991,7,5,11.1541666666667,0
"10119",1992,7,5,17.2416666666667,0
"10120",1993,7,5,11.0166666666667,10.922
"10121",1994,7,5,11.6333333333333,0.508
"10122",1995,7,5,10.0583333333333,1.778
"10123",1996,7,5,13.4083333333333,0.254
"10124",1997,7,5,11.775,0
"10125",1998,7,5,17.4333333333333,0
"10126",1999,7,5,12.8125,0.762
"10127",2000,7,5,4.5095,10.668
"10128",2001,7,5,-2.00833333333333,11.176
"10129",2002,7,5,5.72083333333333,2.286
"10130",2003,7,5,13.95,0
"10131",2004,7,5,9.91666666666667,9.144
"10132",2005,7,5,5.79166666666667,7.112
"10133",2006,7,5,7.5125,2.794
"10134",2007,7,5,14.5416666666667,0
"10135",2008,7,5,15.8916666666667,0
"10136",2009,7,5,13.2511666666667,0
"10137",2010,7,5,6.86995652173913,12.72
"10138",2011,7,5,11.6177083333333,0
"10139",2012,7,5,12.9992083333333,2.9
"10140",2013,7,5,8.974625,1.8
"10141",2014,7,5,15.6858333333333,0
"10142",2015,7,5,15.9840416666667,0
"10143",2016,7,5,13.4058333333333,NA
"10144",2017,7,5,12.9041666666667,5.3
"10145",2018,7,5,5.91166666666667,0
"10146",2019,7,5,13.2416666666667,0.1
"10147",2020,7,5,9.89166666666667,0.4
"10148",2021,7,5,13.04075,0
"10149",2022,7,5,14.9833333333333,0
"10150",1988,7,6,NA,0
"10151",1989,7,6,16.3666666666667,0
"10152",1990,7,6,19.4416666666667,0
"10153",1991,7,6,14.8333333333333,0
"10154",1992,7,6,16.8083333333333,0
"10155",1993,7,6,9.05833333333333,20.828
"10156",1994,7,6,9.24166666666667,18.538
"10157",1995,7,6,11.6375,0
"10158",1996,7,6,12.525,2.54
"10159",1997,7,6,8.9375,5.588
"10160",1998,7,6,15.0916666666667,0
"10161",1999,7,6,9.7375,10.414
"10162",2000,7,6,10.666625,2.032
"10163",2001,7,6,1.4625,2.032
"10164",2002,7,6,6.77083333333333,3.81
"10165",2003,7,6,12.8166666666667,0
"10166",2004,7,6,10.9833333333333,4.064
"10167",2005,7,6,4.1,14.986
"10168",2006,7,6,2.80833333333333,0
"10169",2007,7,6,15.4458333333333,0
"10170",2008,7,6,14.1125,0
"10171",2009,7,6,13.7105,0
"10172",2010,7,6,5.32979166666667,10.17
"10173",2011,7,6,13.957875,0
"10174",2012,7,6,12.6571666666667,8.1
"10175",2013,7,6,11.1870416666667,0
"10176",2014,7,6,17.5658333333333,0
"10177",2015,7,6,20.5508333333333,0
"10178",2016,7,6,14.4608333333333,NA
"10179",2017,7,6,16.7404166666667,0
"10180",2018,7,6,12.13,0
"10181",2019,7,6,15.0966666666667,0
"10182",2020,7,6,11.0958333333333,0.1
"10183",2021,7,6,13.3641666666667,0
"10184",2022,7,6,15.0183333333333,1.405
"10185",1988,7,7,NA,0.254
"10186",1989,7,7,14.4041666666667,0
"10187",1990,7,7,8.21666666666667,2.794
"10188",1991,7,7,9.225,0
"10189",1992,7,7,16.19375,0
"10190",1993,7,7,12.1791666666667,0.762
"10191",1994,7,7,11.0166666666667,0.254
"10192",1995,7,7,17.2083333333333,0
"10193",1996,7,7,12.1166666666667,0.508
"10194",1997,7,7,5.52916666666667,0
"10195",1998,7,7,9.13333333333333,0
"10196",1999,7,7,12.2291666666667,2.54
"10197",2000,7,7,13.9354166666667,1.27
"10198",2001,7,7,2.27083333333333,0.762
"10199",2002,7,7,7.75,6.604
"10200",2003,7,7,8.66666666666667,13.97
"10201",2004,7,7,7.15833333333333,9.398
"10202",2005,7,7,6.0375,0.254
"10203",2006,7,7,1.54583333333333,0
"10204",2007,7,7,16.8875,0
"10205",2008,7,7,15.6333333333333,0.67
"10206",2009,7,7,12.2920833333333,0
"10207",2010,7,7,8.61316666666667,0.53
"10208",2011,7,7,15.5308333333333,0
"10209",2012,7,7,12.6144583333333,2.7
"10210",2013,7,7,13.3670833333333,0
"10211",2014,7,7,16.51375,0
"10212",2015,7,7,17.351,0
"10213",2016,7,7,13.2558333333333,NA
"10214",2017,7,7,15.040875,0
"10215",2018,7,7,12.8425,0
"10216",2019,7,7,15.92,0
"10217",2020,7,7,12.2541666666667,0
"10218",2021,7,7,10.2095833333333,0.1
"10219",2022,7,7,15.3933333333333,7.025
"10220",1988,7,8,NA,0
"10221",1989,7,8,15.8958333333333,0
"10222",1990,7,8,2.98333333333333,1.016
"10223",1991,7,8,4.68333333333333,0
"10224",1992,7,8,NA,0
"10225",1993,7,8,10.8541666666667,0
"10226",1994,7,8,10.0166666666667,0.508
"10227",1995,7,8,13.4041666666667,3.556
"10228",1996,7,8,6.5,0
"10229",1997,7,8,4.6375,8.382
"10230",1998,7,8,9.12916666666667,0.254
"10231",1999,7,8,12.1583333333333,3.81
"10232",2000,7,8,15.4183333333333,0.254
"10233",2001,7,8,4.4875,1.778
"10234",2002,7,8,11.5333333333333,0
"10235",2003,7,8,12.8875,2.54
"10236",2004,7,8,8.22083333333333,2.794
"10237",2005,7,8,6.90833333333333,4.826
"10238",2006,7,8,10.0416666666667,1.524
"10239",2007,7,8,14.9208333333333,0
"10240",2008,7,8,13.5916666666667,13.73
"10241",2009,7,8,13.2179166666667,7.03
"10242",2010,7,8,15.0808333333333,0
"10243",2011,7,8,13.022875,0
"10244",2012,7,8,11.5377916666667,2
"10245",2013,7,8,4.70533333333333,1.5
"10246",2014,7,8,10.188625,0
"10247",2015,7,8,5.98308333333333,0
"10248",2016,7,8,13.3133333333333,NA
"10249",2017,7,8,15.57875,0
"10250",2018,7,8,4.03483333333333,2.9
"10251",2019,7,8,16.018125,0.2
"10252",2020,7,8,11.9875,0
"10253",2021,7,8,9.94308333333333,0.1
"10254",2022,7,8,14.5470833333333,7.587
"10255",1988,7,9,NA,0
"10256",1989,7,9,16.0833333333333,3.048
"10257",1990,7,9,7.175,0
"10258",1991,7,9,3.34583333333333,0.254
"10259",1992,7,9,NA,0
"10260",1993,7,9,12.8083333333333,0
"10261",1994,7,9,11.5583333333333,0
"10262",1995,7,9,9.97916666666667,2.286
"10263",1996,7,9,1.075,0
"10264",1997,7,9,6.25416666666667,2.54
"10265",1998,7,9,12.7166666666667,2.54
"10266",1999,7,9,13.8291666666667,0
"10267",2000,7,9,10.7375,0
"10268",2001,7,9,5.60416666666667,0.762
"10269",2002,7,9,9.45833333333333,8.128
"10270",2003,7,9,14.2875,0.508
"10271",2004,7,9,7.45833333333333,26.924
"10272",2005,7,9,9.2375,0
"10273",2006,7,9,12.0541666666667,0
"10274",2007,7,9,13.825,0.77
"10275",2008,7,9,14.4041666666667,2.57
"10276",2009,7,9,8.19945833333333,23.7
"10277",2010,7,9,18.4525,0
"10278",2011,7,9,10.0759583333333,0
"10279",2012,7,9,12.6410416666667,0
"10280",2013,7,9,5.35304166666667,3.1
"10281",2014,7,9,11.1319166666667,0
"10282",2015,7,9,6.764875,0
"10283",2016,7,9,13.9833333333333,NA
"10284",2017,7,9,13.9441666666667,0
"10285",2018,7,9,5.464,0.1
"10286",2019,7,9,17.31625,0.1
"10287",2020,7,9,6.63333333333333,0.1
"10288",2021,7,9,10.1950833333333,0.5
"10289",2022,7,9,16.1054166666667,0
"10290",1988,8,1,NA,11.684
"10291",1989,8,1,13.3583333333333,8.636
"10292",1990,8,1,11.5625,0
"10293",1991,8,1,8.85833333333333,0
"10294",1992,8,1,NA,0
"10295",1993,8,1,15.5791666666667,4.318
"10296",1994,8,1,17.8041666666667,0.254
"10297",1995,8,1,9.05416666666667,0.254
"10298",1996,8,1,11.4166666666667,0
"10299",1997,8,1,14.075,0
"10300",1998,8,1,14.7791666666667,0.254
"10301",1999,8,1,12.2,0
"10302",2000,8,1,12.346125,0
"10303",2001,8,1,9.74166666666667,0
"10304",2002,8,1,14.2625,0
"10305",2003,8,1,2.875,0.508
"10306",2004,8,1,1.95,2.794
"10307",2005,8,1,5.53333333333333,0
"10308",2006,8,1,9.17916666666667,0
"10309",2007,8,1,9.66666666666667,5.48
"10310",2008,8,1,5.7875,0
"10311",2009,8,1,10.4617916666667,2.21
"10312",2010,8,1,14.7441666666667,0
"10313",2011,8,1,10.8124166666667,0
"10314",2012,8,1,11.5915416666667,0
"10315",2013,8,1,14.3920416666667,0
"10316",2014,8,1,10.5383333333333,18.1
"10317",2015,8,1,8.08316666666667,4.8
"10318",2016,8,1,12.6230833333333,NA
"10319",2017,8,1,13.5283333333333,0
"10320",2018,8,1,12.8933333333333,2.8
"10321",2019,8,1,5.545125,5.3
"10322",2020,8,1,7.14583333333333,0
"10323",2021,8,1,11.9991666666667,1.5
"10324",2022,8,1,4.13220833333333,1.124
"10325",1988,8,10,NA,0.254
"10326",1989,8,10,11.9875,0
"10327",1990,8,10,10.8375,0
"10328",1991,8,10,7.64166666666667,0
"10329",1992,8,10,NA,0.254
"10330",1993,8,10,8.04583333333333,0
"10331",1994,8,10,17.3833333333333,0
"10332",1995,8,10,12.9458333333333,0.508
"10333",1996,8,10,-0.966666666666667,0.254
"10334",1997,8,10,13.2458333333333,2.286
"10335",1998,8,10,8.38333333333333,5.588
"10336",1999,8,10,13.3833333333333,0
"10337",2000,8,10,7.7,3.048
"10338",2001,8,10,9.04166666666667,4.064
"10339",2002,8,10,4.88333333333333,1.778
"10340",2003,8,10,12.5083333333333,5.588
"10341",2004,8,10,11.4833333333333,0
"10342",2005,8,10,15.9458333333333,0
"10343",2006,8,10,11.5833333333333,0
"10344",2007,8,10,10.825,0
"10345",2008,8,10,2.925,0
"10346",2009,8,10,-1.51225,3.85
"10347",2010,8,10,7.60429166666667,2.19
"10348",2011,8,10,5.87045833333333,0
"10349",2012,8,10,7.90283333333333,1.2
"10350",2013,8,10,12.5291666666667,2.1
"10351",2014,8,10,10.6648333333333,0
"10352",2015,8,10,1.14525,8.1
"10353",2016,8,10,5.37654166666667,NA
"10354",2017,8,10,11.8805416666667,0.6
"10355",2018,8,10,1.42945833333333,1.8
"10356",2019,8,10,5.03125,0
"10357",2020,8,10,8.48333333333333,0.2
"10358",2021,8,10,3.59791666666667,0.3
"10359",2022,8,10,7.32208333333333,0
"10360",1988,8,11,NA,2.032
"10361",1989,8,11,12.2791666666667,0.254
"10362",1990,8,11,14.1541666666667,0
"10363",1991,8,11,9.94166666666667,0
"10364",1992,8,11,NA,0
"10365",1993,8,11,8,0.508
"10366",1994,8,11,15.1375,0
"10367",1995,8,11,11.6083333333333,0.762
"10368",1996,8,11,2.9875,0
"10369",1997,8,11,14.1041666666667,0.508
"10370",1998,8,11,8.70416666666667,3.302
"10371",1999,8,11,11.6541666666667,0
"10372",2000,8,11,1.225,0
"10373",2001,8,11,8.58333333333333,2.54
"10374",2002,8,11,2.82083333333333,14.986
"10375",2003,8,11,2.32083333333333,24.13
"10376",2004,8,11,11.6125,0
"10377",2005,8,11,13.9208333333333,0
"10378",2006,8,11,9.90416666666667,0
"10379",2007,8,11,13.3333333333333,0
"10380",2008,8,11,4.32916666666667,3.33
"10381",2009,8,11,1.71266666666667,0
"10382",2010,8,11,9.87058333333333,0.15
"10383",2011,8,11,9.56341666666667,0
"10384",2012,8,11,7.73570833333333,0
"10385",2013,8,11,12.7429583333333,0
"10386",2014,8,11,12.0436666666667,0
"10387",2015,8,11,0.603625,3.4
"10388",2016,8,11,9.08975,NA
"10389",2017,8,11,12.7773333333333,0.7
"10390",2018,8,11,4.22483333333333,0
"10391",2019,8,11,7.18629166666667,0
"10392",2020,8,11,8.2,0.6
"10393",2021,8,11,2.14108333333333,3.6
"10394",2022,8,11,10.1723333333333,0
"10395",1988,8,12,NA,14.986
"10396",1989,8,12,14.5583333333333,0
"10397",1990,8,12,17.2333333333333,0
"10398",1991,8,12,12.5041666666667,0.762
"10399",1992,8,12,NA,0
"10400",1993,8,12,2.29583333333333,4.572
"10401",1994,8,12,11.2333333333333,1.778
"10402",1995,8,12,9.30416666666667,0
"10403",1996,8,12,8.72916666666667,0
"10404",1997,8,12,11.7416666666667,3.556
"10405",1998,8,12,9.925,0
"10406",1999,8,12,8.85833333333333,5.08
"10407",2000,8,12,6.225,5.08
"10408",2001,8,12,9.85416666666667,2.032
"10409",2002,8,12,2.2125,2.54
"10410",2003,8,12,0.470833333333333,16.256
"10411",2004,8,12,14.1083333333333,0
"10412",2005,8,12,12.3958333333333,0
"10413",2006,8,12,5.70833333333333,0
"10414",2007,8,12,14.0875,0
"10415",2008,8,12,6.99166666666667,0
"10416",2009,8,12,7.14816666666667,0
"10417",2010,8,12,11.5016666666667,0.84
"10418",2011,8,12,11.4647916666667,0
"10419",2012,8,12,8.62954166666667,0
"10420",2013,8,12,11.2779166666667,1.4
"10421",2014,8,12,7.50566666666667,0
"10422",2015,8,12,5.78125,0
"10423",2016,8,12,11.2390833333333,NA
"10424",2017,8,12,6.60541666666667,4.2
"10425",2018,8,12,6.64583333333333,0
"10426",2019,8,12,9.88441666666667,4.8
"10427",2020,8,12,7.86666666666667,0.2
"10428",2021,8,12,0.2385,0
"10429",2022,8,12,11.6604583333333,0
"10430",1988,8,13,NA,0
"10431",1989,8,13,8.07916666666667,7.366
"10432",1990,8,13,18.3416666666667,0
"10433",1991,8,13,11.1375,2.794
"10434",1992,8,13,NA,1.016
"10435",1993,8,13,4.20416666666667,0
"10436",1994,8,13,11.1416666666667,0.508
"10437",1995,8,13,7.90833333333333,1.27
"10438",1996,8,13,9.3875,0
"10439",1997,8,13,10.3041666666667,17.78
"10440",1998,8,13,10.2416666666667,0.508
"10441",1999,8,13,7.925,3.048
"10442",2000,8,13,3.8,16.002
"10443",2001,8,13,9.80416666666667,3.556
"10444",2002,8,13,0.691666666666667,31.242
"10445",2003,8,13,3.02083333333333,2.286
"10446",2004,8,13,12,11.938
"10447",2005,8,13,14.025,0
"10448",2006,8,13,5.075,1.27
"10449",2007,8,13,12.575,1.12
"10450",2008,8,13,4.9875,0.03
"10451",2009,8,13,6.631125,1
"10452",2010,8,13,8.77345833333333,0.75
"10453",2011,8,13,9.86091666666667,0.1
"10454",2012,8,13,11.3359166666667,0
"10455",2013,8,13,11.7908333333333,3.4
"10456",2014,8,13,10.145625,0
"10457",2015,8,13,8.63670833333333,3.2
"10458",2016,8,13,10.54175,NA
"10459",2017,8,13,0.6385,4.4
"10460",2018,8,13,-0.365958333333333,0
"10461",2019,8,13,9.54941666666667,24.3
"10462",2020,8,13,9.7875,0.1
"10463",2021,8,13,3.75666666666667,0.1
"10464",2022,8,13,5.025875,2.248
"10465",1988,8,14,NA,2.286
"10466",1989,8,14,6.22083333333333,1.524
"10467",1990,8,14,16.8208333333333,0
"10468",1991,8,14,11.5208333333333,0
"10469",1992,8,14,NA,2.54
"10470",1993,8,14,3.8375,0
"10471",1994,8,14,11.4083333333333,3.81
"10472",1995,8,14,2.77083333333333,12.192
"10473",1996,8,14,7.975,3.302
"10474",1997,8,14,10.125,10.414
"10475",1998,8,14,11.0375,1.27
"10476",1999,8,14,7.14166666666667,0
"10477",2000,8,14,-3.40416666666667,0
"10478",2001,8,14,7.875,12.954
"10479",2002,8,14,2.83333333333333,0.254
"10480",2003,8,14,10.2166666666667,0.508
"10481",2004,8,14,11.1291666666667,2.286
"10482",2005,8,14,13.5625,0
"10483",2006,8,14,8.32916666666667,2.54
"10484",2007,8,14,10.0458333333333,2.09
"10485",2008,8,14,5.7375,0
"10486",2009,8,14,7.74729166666667,1.28
"10487",2010,8,14,10.548375,0
"10488",2011,8,14,5.55029166666667,1.4
"10489",2012,8,14,13.2119583333333,0
"10490",2013,8,14,6.590375,13.3
"10491",2014,8,14,12.7014166666667,0
"10492",2015,8,14,7.66929166666667,0.5
"10493",2016,8,14,8.41758333333333,NA
"10494",2017,8,14,-0.427125,4.1
"10495",2018,8,14,-1.03379166666667,0
"10496",2019,8,14,7.71958333333333,8.4
"10497",2020,8,14,10.9291666666667,0
"10498",2021,8,14,5.02208333333333,0
"10499",2022,8,14,0.348625,3.653
"10500",1988,8,15,NA,0.254
"10501",1989,8,15,8.1875,3.302
"10502",1990,8,15,13.85,0.254
"10503",1991,8,15,8.82916666666667,1.778
"10504",1992,8,15,NA,0
"10505",1993,8,15,1.17916666666667,0.508
"10506",1994,8,15,9.71666666666667,2.286
"10507",1995,8,15,2.3875,4.826
"10508",1996,8,15,10.3291666666667,1.524
"10509",1997,8,15,11.0708333333333,0.254
"10510",1998,8,15,6.7,2.032
"10511",1999,8,15,7.54166666666667,7.366
"10512",2000,8,15,1.85833333333333,5.842
"10513",2001,8,15,5.47083333333333,9.906
"10514",2002,8,15,5.86666666666667,24.638
"10515",2003,8,15,11.5041666666667,1.016
"10516",2004,8,15,14.4708333333333,0.508
"10517",2005,8,15,12.9916666666667,0
"10518",2006,8,15,9.46666666666667,3.81
"10519",2007,8,15,8.33333333333333,3.52
"10520",2008,8,15,6.5875,0
"10521",2009,8,15,3.03666666666667,12.27
"10522",2010,8,15,17.7216666666667,0
"10523",2011,8,15,3.70275,0.2
"10524",2012,8,15,12.7216666666667,7.2
"10525",2013,8,15,6.22725,0
"10526",2014,8,15,11.9839166666667,0
"10527",2015,8,15,6.976875,0
"10528",2016,8,15,5.524375,NA
"10529",2017,8,15,2.24058333333333,3.9
"10530",2018,8,15,3.995875,0.4
"10531",2019,8,15,5.64441666666667,4.5
"10532",2020,8,15,7.87916666666667,0
"10533",2021,8,15,4.959625,5.8
"10534",2022,8,15,1.16695833333333,0.843
"10535",1988,8,16,NA,1.27
"10536",1989,8,16,7.04583333333333,3.302
"10537",1990,8,16,11.5416666666667,1.27
"10538",1991,8,16,9.67083333333333,0.762
"10539",1992,8,16,NA,1.016
"10540",1993,8,16,2.475,0.254
"10541",1994,8,16,12.5833333333333,2.286
"10542",1995,8,16,8.25,0
"10543",1996,8,16,8.26666666666667,7.112
"10544",1997,8,16,7.89583333333333,0
"10545",1998,8,16,2.07916666666667,5.588
"10546",1999,8,16,9.03333333333333,1.016
"10547",2000,8,16,8.40416666666667,0
"10548",2001,8,16,-0.0791666666666667,3.81
"10549",2002,8,16,3.7875,6.096
"10550",2003,8,16,10.2625,3.048
"10551",2004,8,16,16.625,1.016
"10552",2005,8,16,7.3875,0
"10553",2006,8,16,2.47083333333333,0
"10554",2007,8,16,10.3833333333333,0
"10555",2008,8,16,6.01666666666667,0
"10556",2009,8,16,2.48608333333333,0.23
"10557",2010,8,16,16.4483333333333,0
"10558",2011,8,16,1.92625,0
"10559",2012,8,16,12.9404166666667,0
"10560",2013,8,16,6.92125,1.6
"10561",2014,8,16,13.1004166666667,0
"10562",2015,8,16,5.59475,0.3
"10563",2016,8,16,3.267125,NA
"10564",2017,8,16,8.42070833333333,0.8
"10565",2018,8,16,6.9875,22.7
"10566",2019,8,16,4.0585,0
"10567",2020,8,16,8.9375,0.1
"10568",2021,8,16,2.55008333333333,1.3
"10569",2022,8,16,3.18916666666667,0.281
"10570",1988,8,17,NA,0
"10571",1989,8,17,9.47083333333333,2.032
"10572",1990,8,17,14.4625,0
"10573",1991,8,17,4.89166666666667,0
"10574",1992,8,17,NA,7.874
"10575",1993,8,17,7.30416666666667,0
"10576",1994,8,17,15.6083333333333,2.794
"10577",1995,8,17,9.57083333333333,0
"10578",1996,8,17,4.38333333333333,0.254
"10579",1997,8,17,1.55416666666667,10.922
"10580",1998,8,17,0.291666666666667,6.604
"10581",1999,8,17,11.3708333333333,0.762
"10582",2000,8,17,6.575,0.762
"10583",2001,8,17,0.229166666666667,2.54
"10584",2002,8,17,1.0625,10.414
"10585",2003,8,17,5.22083333333333,11.178
"10586",2004,8,17,17.5666666666667,0
"10587",2005,8,17,1.92083333333333,0
"10588",2006,8,17,-0.3625,0.284
"10589",2007,8,17,10.6541666666667,0
"10590",2008,8,17,3.54583333333333,0
"10591",2009,8,17,8.26608333333333,0
"10592",2010,8,17,13.7820833333333,2.87
"10593",2011,8,17,2.9255,0
"10594",2012,8,17,11.535,0
"10595",2013,8,17,5.623,2.8
"10596",2014,8,17,12.8874583333333,0
"10597",2015,8,17,3.57025,2
"10598",2016,8,17,8.18566666666667,NA
"10599",2017,8,17,7.04191666666667,3.7
"10600",2018,8,17,5.172125,19.3
"10601",2019,8,17,0.371541666666667,2.7
"10602",2020,8,17,12.0208333333333,0.1
"10603",2021,8,17,-0.424458333333333,1.1
"10604",2022,8,17,1.739875,1.632
"10605",1988,8,18,NA,0.254
"10606",1989,8,18,13.3789473684211,0
"10607",1990,8,18,9.79583333333333,9.144
"10608",1991,8,18,1.88333333333333,0
"10609",1992,8,18,NA,0.762
"10610",1993,8,18,9.625,0
"10611",1994,8,18,8.97916666666667,0
"10612",1995,8,18,9.92916666666667,6.096
"10613",1996,8,18,5.31666666666667,0.508
"10614",1997,8,18,-0.4,1.524
"10615",1998,8,18,4.33333333333333,0.254
"10616",1999,8,18,11.3958333333333,0
"10617",2000,8,18,3.09583333333333,11.43
"10618",2001,8,18,4.87916666666667,1.016
"10619",2002,8,18,2.45833333333333,3.81
"10620",2003,8,18,5.44166666666667,0
"10621",2004,8,18,16.8541666666667,0
"10622",2005,8,18,2.49166666666667,0
"10623",2006,8,18,-1.19583333333333,1.299842
"10624",2007,8,18,7.68333333333333,0.03
"10625",2008,8,18,0.408333333333333,0
"10626",2009,8,18,1.00441666666667,3.2
"10627",2010,8,18,10.6245833333333,0
"10628",2011,8,18,5.47858333333333,0
"10629",2012,8,18,11.8658333333333,0
"10630",2013,8,18,4.63241666666667,2.4
"10631",2014,8,18,9.507625,3
"10632",2015,8,18,1.64679166666667,0.5
"10633",2016,8,18,12.7373333333333,NA
"10634",2017,8,18,6.39325,1.6
"10635",2018,8,18,8.52866666666667,6
"10636",2019,8,18,2.13275,0
"10637",2020,8,18,13.3291666666667,0.2
"10638",2021,8,18,0.678125,1.4
"10639",2022,8,18,2.76666666666667,0.254
"10640",1988,8,19,NA,0.762
"10641",1989,8,19,NA,1.778
"10642",1990,8,19,4.87916666666667,1.27
"10643",1991,8,19,3.89583333333333,0
"10644",1992,8,19,NA,0
"10645",1993,8,19,12.375,0
"10646",1994,8,19,9.15833333333333,0
"10647",1995,8,19,3.44166666666667,3.556
"10648",1996,8,19,1.92916666666667,1.016
"10649",1997,8,19,3.75416666666667,0.254
"10650",1998,8,19,7.95833333333333,0
"10651",1999,8,19,10.8583333333333,0
"10652",2000,8,19,2.45416666666667,NA
"10653",2001,8,19,8.55,0.762
"10654",2002,8,19,-0.579166666666667,5.08
"10655",2003,8,19,7.04583333333333,1.778
"10656",2004,8,19,15.0916666666667,0
"10657",2005,8,19,5.94166666666667,0
"10658",2006,8,19,-0.08,8.080162
"10659",2007,8,19,5.62916666666667,0
"10660",2008,8,19,1.55,0.12
"10661",2009,8,19,2.51275,1.18
"10662",2010,8,19,7.54766666666667,0.65
"10663",2011,8,19,7.810125,0
"10664",2012,8,19,11.1841666666667,0
"10665",2013,8,19,1.34716666666667,3.4
"10666",2014,8,19,9.09595833333333,0
"10667",2015,8,19,0.831291666666667,5.3
"10668",2016,8,19,11.3675,NA
"10669",2017,8,19,3.63883333333333,7.7
"10670",2018,8,19,8.63329166666667,0
"10671",2019,8,19,1.99791666666667,0
"10672",2020,8,19,11.8125,0
"10673",2021,8,19,5.877375,0.1
"10674",2022,8,19,3.43566666666667,3.302
"10675",1988,8,2,NA,0
"10676",1989,8,2,11.1541666666667,7.62
"10677",1990,8,2,9.40833333333333,0
"10678",1991,8,2,10.175,0
"10679",1992,8,2,NA,0.762
"10680",1993,8,2,14.6125,0.508
"10681",1994,8,2,13.9833333333333,0.508
"10682",1995,8,2,8.93333333333333,7.62
"10683",1996,8,2,9.40833333333333,0
"10684",1997,8,2,13.7916666666667,0.508
"10685",1998,8,2,15.1791666666667,5.588
"10686",1999,8,2,10.7541666666667,0
"10687",2000,8,2,13.6746666666667,0
"10688",2001,8,2,2.10833333333333,3.302
"10689",2002,8,2,15.1125,0.254
"10690",2003,8,2,5.55416666666667,2.032
"10691",2004,8,2,7.8875,3.81
"10692",2005,8,2,8.17916666666667,0
"10693",2006,8,2,11.6291666666667,0
"10694",2007,8,2,12.2416666666667,0
"10695",2008,8,2,2.5625,4.81
"10696",2009,8,2,10.9366666666667,0
"10697",2010,8,2,17.23875,0
"10698",2011,8,2,10.170625,2.5
"10699",2012,8,2,10.66625,11.9
"10700",2013,8,2,16.6683333333333,0
"10701",2014,8,2,6.58654166666667,9.8
"10702",2015,8,2,12.20225,0
"10703",2016,8,2,2.21870833333333,NA
"10704",2017,8,2,12.1670833333333,3.1
"10705",2018,8,2,4.24829166666667,4.1
"10706",2019,8,2,7.30308333333333,4.1
"10707",2020,8,2,3.22083333333333,12.2
"10708",2021,8,2,13.8770833333333,0.2
"10709",2022,8,2,8.503125,0
"10710",1988,8,20,NA,1.524
"10711",1989,8,20,NA,6.858
"10712",1990,8,20,1.56666666666667,0
"10713",1991,8,20,5.175,0
"10714",1992,8,20,NA,0
"10715",1993,8,20,13.1,0
"10716",1994,8,20,9.20416666666667,1.27
"10717",1995,8,20,3.475,0.508
"10718",1996,8,20,-2.725,0
"10719",1997,8,20,6.12916666666667,5.08
"10720",1998,8,20,10.85,0
"10721",1999,8,20,11.7166666666667,1.016
"10722",2000,8,20,2.4625,NA
"10723",2001,8,20,5.7375,0
"10724",2002,8,20,-1.2125,2.794
"10725",2003,8,20,4.74166666666667,0
"10726",2004,8,20,15.8583333333333,0
"10727",2005,8,20,7.9125,0
"10728",2006,8,20,1.8625,0.37
"10729",2007,8,20,5.47083333333333,0
"10730",2008,8,20,3.92083333333333,0
"10731",2009,8,20,5.202,0
"10732",2010,8,20,6.49995833333333,0
"10733",2011,8,20,6.25166666666667,0
"10734",2012,8,20,11.9016666666667,0
"10735",2013,8,20,-2.41075,4.7
"10736",2014,8,20,9.06583333333333,0
"10737",2015,8,20,3.19533333333333,6.9
"10738",2016,8,20,8.39666666666667,NA
"10739",2017,8,20,3.43954166666667,0.6
"10740",2018,8,20,9.47495833333333,1.3
"10741",2019,8,20,0.455875,12.1
"10742",2020,8,20,8.9625,0
"10743",2021,8,20,6.86833333333333,0.2
"10744",2022,8,20,2.57454166666667,0
"10745",1988,8,21,NA,3.556
"10746",1989,8,21,NA,0
"10747",1990,8,21,6.65,0
"10748",1991,8,21,9.8,0
"10749",1992,8,21,NA,0
"10750",1993,8,21,8.23333333333333,1.778
"10751",1994,8,21,1.62916666666667,18.538
"10752",1995,8,21,5.80416666666667,0
"10753",1996,8,21,-4.90416666666667,0
"10754",1997,8,21,7.85416666666667,0.254
"10755",1998,8,21,7.92083333333333,0
"10756",1999,8,21,8.10833333333333,0
"10757",2000,8,21,-1.175,NA
"10758",2001,8,21,5.70833333333333,0
"10759",2002,8,21,-0.0875,0
"10760",2003,8,21,4.36666666666667,0.254
